,摄影师,标题,简介,相机,镜头,照片数据,流量,赞数,评论数,光圈,ISO,快门速度,快门速度(毫秒)
2437,饭泽耕太郎,"这是摄影评论家饭泽耕太郎担任主编的摄影杂志deja-vu的第8期。

是以1983年36岁夭折的牛肠茂雄为对象的特辑。由至今为止发行的写真集，对牛肠茂雄师傅大辻清司(1921-2001)的采访、给姐姐的信等内容组成，富有资料性的一本书。",饭泽耕太郎日本评论家写真日本写真私写真私摄影胶片黑白,Canon EOS Kiss X7,Canon EF-S 18-55mm f/3.5-5.6 IS STM,"f/3.5, 1/100s, ISO800",1257.0,23.0,1.0,3.5,800,1/100s,10.0
2439,秀阁_王帅,每日一拍,时尚城市的拍摄,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/800s, ISO100",948.0,22.0,1.0,2.8,100,1/800s,1.25
2440,蕉蕉_JIAO,胭脂落,周末好时光索尼器材党古风摄影研习社集宁师范学院摄影圈人像教程城市美女后期古风汉服红色灯笼乌海,SONY ILCE-7M3,SIGMA 35mm F1.4 DG HSM | Art 012,"f/1.4, 1/160s, ISO100",1374.0,32.0,3.0,1.4,100,1/160s,6.25
2441,摄影师提子,"也许，
我是一朵花，
一朵渴望阳光，
含苞待放的花！",写真人像摄影人像情绪私房,Canon EOS 5D Mark IV,Canon EF 50mm f/1.2L USM,"f/2.8, 1/125s, ISO200",1066.0,23.0,1.0,2.8,200,1/125s,8.0
2445,老威威,,色彩人像富士中画幅GFX50Rtankshanghai美女,FUJIFILM GFX 50R,,"f/2.8, 1/600s, ISO100",8239.0,228.0,21.0,2.8,100,1/600s,1.6666666666666667
2446,柒柒天天是逗比摄影师,甜甜的夏天是恋爱的季节,人像少女日系小清新人像写真馆Cosplay摄影集中地人间四月天，找寻最美的你我要上“首页推荐位”高颜值女神聚集地JK集,Nikon D810,SIGMA 35mm F1.4 DG HSM,"f/1.4, 1/3200s, ISO64",20118.0,949.0,58.0,1.4,64,1/3200s,0.3125
2447,karasy影雀,,人像少女光影色彩,SONY ILCE-7M3,,"f/1.4, 1/1600s, ISO100",666.0,17.0,0.0,1.4,100,1/1600s,0.625
2448,Rayla热依,坚定的眼神 坚定的心,人像写真精选分享神仙颜值“星视界”手机摄影挑战女性人时尚手机眼睛,Apple iPhone 8 Plus,,"f/2.8, 1/60s, ISO25",1125.0,21.0,2.0,2.8,25,1/60s,16.666666666666668
2449,摄影师__谢宁,一顾倾人城，再顾倾人国。宁不知倾城与倾国？佳人难再得。,成都摄影圈（人像摄影爱好者）古风摄影研习社高颜值女神聚集地华为摄影爱好者分享神仙颜值暖色调人像图虫旅行摄影圈子东欧系人像美女人像少女复古女人魅力漂亮的优雅时尚色彩城市,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/2.8, 1/125s, ISO250",3672.0,119.0,13.0,2.8,250,1/125s,8.0
2450,科尔森,与植物来一次亲密接触😀,写真人像摄影人像爱好者有温度的人像冷色调人像高颜值女神聚集地大自然女人人像植物花放松漂亮的时尚现代的女孩,Nikon D850,,"f/4.0, 1/160s, ISO320",858.0,20.0,0.0,4.0,320,1/160s,6.25
2457,Richard旅行摄影,"路边野花
St Primoz隐于斯洛文尼亚Jamnik小镇与杰洛维卡高原(Jelovica Plateau)的群山之间。除了各路大神在此拍的各种大片，利用教堂前的主路作为引导线，加之周围草甸上的小野花都是完美的构图元素，天明后也能拍出一些小清新效果的片子。",分享神仙颜值高颜值女神聚集地驚鴻·一眸环球旅行摄影图虫旅行摄影圈子我要上“首页推荐位”每人推荐一个旅行目的地日出日落奇迹时间图虫开屏等你来占佳能器材党旅行人像欧洲斯洛文尼亚佳能花美女阳光色彩教堂,,Canon EF 50mm f/1.2L USM,"f/1.2, 1/2500s, ISO100",7165.0,451.0,32.0,1.2,100,1/2500s,0.4
2459,萌又三岁,,人像写真,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/4.0, 1/640s, ISO100",954.0,20.0,1.0,4.0,100,1/640s,1.5625
2463,锦年影像,蝴蝶少女,长沙约拍人像女孩少女朦胧蝴蝶妆容约拍写真,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/1.8, 1/500s, ISO800",1416.0,26.0,1.0,1.8,800,1/500s,2.0
2464,文艺天少,"#lolita##长沙约拍##日常预告#

出镜：白苓
摄影及后期：天少",洛丽塔风尚人像色彩佳能少女情绪光影lolita,,Canon EF 50mm f/1.2L USM,"f/1.4, 1/125s, ISO400",2623.0,67.0,2.0,1.4,400,1/125s,8.0
2465,咸鱼壹條,"出镜：圈圈
快门：我
去年拍的图，今年终于找机会修了发了。。。",人像私房,Canon EOS 5D Mark IV,Canon EF 50mm f/1.4 USM,"f/1.8, 1/80s, ISO250",1000.0,24.0,2.0,1.8,250,1/80s,12.5
2471,文艺天少,"出镜：崔崔
摄影及后期：天少",人像佳能小清新少女情绪光影汉服古风,Canon EOS 5D Mark IV,,"f/1.4, 1/200s, ISO250",9433.0,203.0,3.0,1.4,250,1/200s,5.0
2474,金海岸摄影,时光轻柔7,深大摄影交流群深圳小清新摄影小组人像爱好者暖色调人像高颜值女神聚集地拍女友才是正经事分享神仙颜值视觉广东我要上开屏我要上“首页推荐位”金海岸摄影室内金海岸视觉色彩我要上首页推荐唯美私房光影我要上首页,Nikon D800E,AF-S Nikkor 24-70mm f/2.8E ED VR,"f/2.8, 1/125s, ISO1000",3952.0,135.0,1.0,2.8,1000,1/125s,8.0
2477,风引步,,人像小清新少女JK深圳35mm日系人像写真馆,SONY ILCE-7M3,SIGMA 35mm F1.4 DG HSM | Art 018,"f/1.8, 1/1600s, ISO100",2258.0,65.0,11.0,1.8,100,1/1600s,0.625
2478,甲虫菌,夏天来了吗？,人像爱好者草坪夏季人像美女小清新佳能日系少女写真,Canon EOS 6D,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/1.6, 1/1000s, ISO100",2975.0,62.0,0.0,1.6,100,1/1000s,1.0
2480,阿宁下凡辛苦了,🈲,人像爱好者时尚女孩魅力性感的,Apple iPhone X,,"f/2.2, 1/17s, ISO250",1454.0,26.0,4.0,2.2,250,1/17s,58.8235294117647
2485,张小俊超正经,可爱系女友上限，欲购从速,富士Fujifilm圈子糖水人像小组暖色调人像人像爱好者我要上开屏周末好时光富士美女人像小清新商店超市购物,FUJIFILM X-H1,XF35mmF1.4 R,"f/1.4, 1/220s, ISO200",1031.0,24.0,1.0,1.4,200,1/220s,4.545454545454546
2489,Eric_Leung,摄影&amp;后期：Eric_Leung,人像时尚胶片色彩黑白,Canon EOS 5D Mark II,Canon EF 24-70mm f/2.8L USM,"f/2.8, 1/125s, ISO800",1430.0,43.0,2.0,2.8,800,1/125s,8.0
2492,文艺天少,出镜：菌子摄影及后期：天少,让摄影穿破次元壁我们都爱日系摄影人像写真馆人像色彩情绪光影少女,Canon EOS 5D Mark IV,,"f/1.4, 1/125s, ISO160",11512.0,273.0,15.0,1.4,160,1/125s,8.0
2494,麻小渴,「浴室」,有温度的人像胶片人像摄影暖色调人像人像写真精选高颜值女神聚集地写真人像摄影色彩美女胶片复古浴室室内水淋浴模煳微红色脸女孩肖像性感,SONY ILCE-7M2,,"f/3.5, 1/125s, ISO1600",288.0,6.0,0.0,3.5,1600,1/125s,8.0
2495,Megan_龙瑞,"☀️
photo：龙瑞
model：九九",人像写真精选牙疼摄影课堂人像写真女孩广州,Canon EOS 5D Mark IV,Canon EF 24-105mm f/4L IS USM,"f/5.6, 1/125s, ISO100",5551.0,107.0,4.0,5.6,100,1/125s,8.0
2496,手抖得不要不要的,RG海盗X1，遮盖分色喷涂,GUNPLA高达摄影高达模型手工动漫玩具,Canon EOS 600D,Canon EF-S 18-55mm f/3.5-5.6 IS II,"f/5.6, 1/15s, ISO200",938.0,23.0,2.0,5.6,200,1/15s,66.66666666666667
2497,猫格分裂,老照片。,人像美女在室内私房女神性感侧面图,Canon EOS 6D Mark II,Canon EF 50mm f/1.4 USM,"f/1.6, 1/125s, ISO320",1199.0,22.0,1.0,1.6,320,1/125s,8.0
2498,旅拍摄影师kingwang,近期skybook比较火，打卡的同时拍摄了一组人像。,人像旅行写真城市,,,"f/1.8, 1/400s, ISO1600",1156.0,23.0,1.0,1.8,1600,1/400s,2.5
2499,FLETCHERhao,拿照相机就是我的生活。,人像写真精选时尚,Canon EOS 5D Mark III,Canon EF 85mm f/1.8 USM,"f/8.0, 1/125s, ISO160",1097.0,24.0,6.0,8.0,160,1/125s,8.0
2500,一枝圆,与温柔并肩,石家庄人像摄影圈人像写真馆我爱人像摄影高颜值女神聚集地河北摄影圈糖水人像小组日系旅摄写真集人像抓拍油画日系胶片少女旅行连衣裙草坪单人婚纱复古美女夏季,Canon EOS 60D,Canon EF 50mm f/1.8 STM,"f/2.2, 1/2000s, ISO160",1194.0,42.0,2.0,2.2,160,1/2000s,0.5
2501,梅_Mei,"【潘之琳Ⅹ锐Pioneer 】

摄影：Mei
后期：昕博

#叁念影像工作室#",人像女孩时尚成人肖像,Nikon D800E,24-70mm f/2.8,"f/5.6, 1/125s, ISO400",3586.0,131.0,9.0,5.6,400,1/125s,8.0
2502,池幼稚,📷池唐照相馆,人像写真精选女孩写真原创拍摄,Canon EOS 5D Mark II,Canon EF 24-70mm f/4L IS USM,"f/4.5, 1/160s, ISO800",3894.0,114.0,3.0,4.5,800,1/160s,6.25
2503,Photo顧,"春日里的法式浪漫
复古是唯一不会褪色的美

妆发｜COLOUR 秋
摄影｜G-Visual Arts 
服饰｜COLOUR时尚新娘

微博🧣: Photo_Gu 喜欢的小伙伴可以关注一下呀",暖色调人像高颜值女神聚集地写真人像摄影取景器里的小美好江南大学摄影圈美女人像群复古人像服装时尚肖像胶片,Canon EOS-1D X Mark II,Canon EF 50mm f/1.2L USM,"f/1.4, 1/125s, ISO320",2850.0,97.0,8.0,1.4,320,1/125s,8.0
2504,亚希777,少女前线 G11,Cosplay摄影集中地中国手机摄影Cosplay动漫约拍,Canon EOS 6D Mark II,,"f/2.5, 1/400s, ISO800",1201.0,25.0,0.0,2.5,800,1/400s,2.5
2506,芙桃几阿,"好不容易和闺蜜去一趟山里放松
但没有多多准备只是住了很普通的客房😭
所以只挑了窗边干净的角度随意拍了点
姑且算不上私房吧
🧡
相机是5d3
后期做旧仿胶片的感觉还挺爱的
毕竟我家宝宝的颜值太高了
🔆🔆🔆
当天我们准备出去拍银杏就早早起床了
对于懒虫来说早晨的阳光太稀有了
竟是那么温柔的美🧡🧡🧡
💞
黄昏的光虽也很美但难等又短暂
以后宝宝们拍照不妨从早上开始
那样你就有一整天的时间调整拍摄啦💡💡
🖤#广州约拍#🖤#深圳约拍#🖤#东莞约拍#🖤#长沙约拍#🖤",少女仿胶片写真,Canon EOS 5D Mark III,Canon EF 85mm f/1.2L II USM,"f/1.2, 1/640s, ISO100",1696.0,36.0,4.0,1.2,100,1/640s,1.5625
2507,疃疃,壁纸图,人像时尚人魅力女孩手机优雅胶片人像摄影写真人像摄影,Canon EOS 5D Mark III,Canon EF 24-105mm f/4L IS USM,"f/6.3, 1/320s, ISO100",1208.0,34.0,2.0,6.3,100,1/320s,3.125
2512,Airst,向着阳光却徘徊不前,我要上开屏人像写真馆日系·静物·美食初夏将至少女人像索尼情绪日系镜子,SONY ILCE-7RM3,SIGMA 85mm F1.4 DG HSM | Art 016,"f/1.8, 1/1250s, ISO100",1737.0,27.0,3.0,1.8,100,1/1250s,0.8
2514,嚼啊嚼嚼嚼,假期,人像写真精选写真人像摄影高颜值女神聚集地暖色调人像拍女友才是正经事糖水人像小组唯美人像摄影人像爱好者美女人像群女性时尚人像年轻肖像度假少女色彩少女写真,Canon EOS 200D,,"f/5.6, 1/250s, ISO100",2212.0,61.0,2.0,5.6,100,1/250s,4.0
2515,余小妮_,小松菜奈本奈来啦！大家来说像不像！每张都超级喜欢啊！可盐可甜、高级感十足！【jk·日系·摄影·客片】,人像爱好者有温度的人像糖水人像小组人像写真摄影约拍高颜值女神聚集地我们都爱日系摄影JK日系青春人像时尚高级女孩胶片,,,"f/4.0, 1/800s, ISO6400",5678.0,123.0,5.0,4.0,6400,1/800s,1.25
2516,肥猫小姐姐,,风光摄影圈美女,Canon EOS 6D,Canon EF 85mm f/1.8 USM,"f/1.8, 1/1000s, ISO200",1109.0,23.0,1.0,1.8,200,1/1000s,1.0
2518,摄影师-刘先森,"『   ​​在家就能拍得  居家写真 宅家的日子可以做些什么？一组居家写真送给大家，温柔 可爱ớ ₃ờ 。用镜头记录生活的点滴，简简单单的小美好。』
🌟摄影：摄影师自己
🌟出镜：自己妹妹",文艺私房圈子人像写真精选分享神仙颜值我们都爱日系摄影暖色调人像人像摄影集人像写真摄影约拍高颜值女神聚集地晒晒旅行打卡照人文纪实手册南京约拍少女写真南京女孩少女写真美少女,Canon EOS 6D Mark II,Canon EF 85mm f/1.8 USM,"f/1.8, 1/160s, ISO100",1048.0,22.0,2.0,1.8,100,1/160s,6.25
2519,笑-X,呦嚯   我又来喽,纯粹黑白圈子黑白时尚人像肖像,Canon EOS 5D Mark III,Canon EF 70-200mm f/2.8L USM,"f/5.6, 1/125s, ISO125",906.0,19.0,0.0,5.6,125,1/125s,8.0
2520,yuyu_t1219,白色圆舞曲,写真人像摄影人像写真精选杭州人像摄影交流人像爱好者索尼器材党唯美人像摄影人像摄影集杭州摄影爱好者高颜值女神聚集地女孩时尚连衣裙人像抓拍象山艺术公社杭州约拍杭州写真约拍,SONY ILCE-7RM3,FE 85mm F1.8,"f/2.0, 1/1000s, ISO100",2428.0,43.0,0.0,2.0,100,1/1000s,1.0
2521,Whiskey颖儿,为优雅美丽的苏苏拍人像~选择街边简洁背景手机随拍😃,时尚杂志摄影圈子暖色调人像写真人像摄影人像写真精选有温度的人像女性时尚魅力城市街拍,Apple iPhone X,,"f/2.4, 1/25s, ISO125",3225.0,44.0,3.0,2.4,125,1/25s,40.0
2523,小伍飞刀,"💚丨丨S  P  R  I  N  G 
春日少女画报🌿
满眼都是鲜绿～",分享神仙颜值女孩肖像皮肤人像在室内春天写真,Canon EOS 70D,Canon EF 50mm f/1.8 STM,"f/8.0, 1/13s, ISO100",2396.0,28.0,4.0,8.0,100,1/13s,76.92307692307692
2526,摄影师丶大山,清凉一下,人像小清新写真,Nikon D850,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/2.8, 1/125s, ISO160",5338.0,180.0,1.0,2.8,160,1/125s,8.0
2530,真的潇呀-,心头痣还是蚊子血。,暖色调人像人像写真复古,Canon EOS 6D Mark II,Canon EF 50mm f/1.4 USM,"f/1.4, 1/500s, ISO4935",955.0,23.0,0.0,1.4,4935,1/500s,2.0
2532,我是大星,春花,暖色调人像冷色调人像「摄影书房」摄影书公开征集你来拍照，我来配诗，来一场摄影与诗的缠绵人间四月天，找寻最美的你分享神仙颜值我要上“首页推荐位”图虫封面你做主“遇见春天”摄影小赛色彩人像女孩抓拍情绪女神少女,SONY ILCE-7M2,,"f/1.8, 1/500s, ISO100",1369.0,29.0,0.0,1.8,100,1/500s,2.0
2536,Wishkee巍士际,"【代班摄影师】WishKee巍士际
暂且叫做“镜中人”吧😄
照片信息：
器材：Canon's 5D Mark IV
镜头：35mm F1.4
后期：PS2019cc
模特：@泡泡",时尚女孩性感的肖像,Canon EOS 5D Mark IV,Canon EF 35mm f/1.4L USM,"f/1.4, 1/400s, ISO1600",1151.0,24.0,1.0,1.4,1600,1/400s,2.5
2543,MTVision,分享一组产品搭配,商业摄影产品摄影静物时尚时尚彩妆色彩,Canon EOS 5D Mark IV,Canon EF 50mm f/1.2L USM,"f/11.0, 1/125s, ISO100",1211.0,24.0,3.0,11.0,100,1/125s,8.0
2544,猫格分裂,剑道服,人像美女在室内艺术女神,Canon EOS 6D Mark II,Canon EF 50mm f/1.4 USM,"f/4.0, 1/125s, ISO100",1430.0,30.0,1.0,4.0,100,1/125s,8.0
2545,爱摄影的娜比,,私房50mm人像我爱人像摄影胶片集写真人像摄影高颜值女神聚集地分享神仙颜值拍女友才是正经事胶片人像摄影文艺私房圈子,SONY ILCE-7,FE 50mm F1.8,"f/2.0, 1/400s, ISO400",4162.0,70.0,13.0,2.0,400,1/400s,2.5
2548,徐无肉不欢,油画般的法式少女，带来春风里的花香。在下午三四点拍摄，阳光正好，后期加了颗粒感作旧。也算是对得起妹妹的颜值了,无条件写作日·爱地球专场轻婚纱欧式少女连衣裙福建女孩福州法式人像野餐头纱人像写真精选,Canon EOS 70D,Canon EF-S 18-200mm f/3.5-5.6 IS,"f/5.0, 1/8000s, ISO640",1257.0,24.0,3.0,5.0,640,1/8000s,0.125
2560,Xinsi-,小雏菊🌼,人像不给脸！衬衫服装休闲的时尚格子花呢,Apple iPhone X,,"f/2.2, 1/1517s, ISO20",1465.0,23.0,8.0,2.2,20,1/1517s,0.6591957811470006
2561,花花草草2020,花后郁金香,我们都是城市探险家手机尼康建筑街拍旅行风光美女纪实人像,Nikon D700,AF-S VR Zoom-Nikkor 70-200mm f/2.8G IF-ED,"f/5.6, 1/1000s, ISO200",1231.0,25.0,3.0,5.6,200,1/1000s,1.0
2562,摄影师-刘先森,"✨ ️ JK日系女孩✨ ​
👧：soshyonair
📷：摄影师-刘先森",日系集人文纪实手册人像爱好者暖色调人像图虫旅行摄影圈子高颜值女神聚集地写真人像摄影冷色调人像我们都爱日系摄影分享神仙颜值日系JK室内写真南京约拍摄影,Canon EOS 6D Mark II,35mm F1.4 DG HSM | Art 012,"f/1.6, 1/160s, ISO200",1011.0,25.0,0.0,1.6,200,1/160s,6.25
2563,腰果虾仁,{ 腰果 }花说：我来过风说：我记得@李梦鱼,腰果儿童摄影课堂五一随手拍色彩尼康儿童女孩小清新日系抓拍美女花大自然,Nikon D850,AF-S Nikkor 70-200mm f/2.8G ED VR II,"f/2.8, 1/320s, ISO100",16668.0,442.0,20.0,2.8,100,1/320s,3.125
2565,尚唯映画,,日系写真少女,Nikon D800,,"f/3.2, 1/200s, ISO100",15424.0,380.0,12.0,3.2,100,1/200s,5.0
2566,Ding老鸭,"如果累了
那就出来走一走吧
重逢旧时光，重逢经典
也重逢自己",纯粹黑白圈子拍女友才是正经事写真人像摄影校园摄影师这样拍四川传媒学院摄影圈四川传媒学院摄影小组成都人像爱好者我们都爱黑白摄影索尼器材党成都约拍圈子时尚女孩肖像黑白,SONY ILCE-7RM3,FE 24-70mm F2.8 GM,"f/2.8, 1/200s, ISO100",1387.0,39.0,5.0,2.8,100,1/200s,5.0
2577,文艺天少,"出镜：青天  竹取
摄影及后期：天少",人像小清新少女日系光影情绪lolitaLo,,Canon EF 50mm f/1.2L USM,"f/1.4, 1/2000s, ISO400",1271.0,31.0,2.0,1.4,400,1/2000s,0.5
2578,heatherdear,少女系写真,度假就要去海滩海滩女孩写真少女人像,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/7.1, 1/400s, ISO100",1348.0,30.0,1.0,7.1,100,1/400s,2.5
2579,讨喜倩,新鲜感的秘密在于每一次的约会都认真对待喔🧡,生活小确幸商业成人人像城市侧面图在室内时尚墙色彩服装时髦一肖像,Apple iPhone X,iPhone X back dual camera 4mm f/1.8,"f/1.8, 1/115s, ISO20",1233.0,24.0,1.0,1.8,20,1/115s,8.695652173913043
2581,为什么要叫兔子,,我要上开屏我要上“首页推荐位”暖色调人像对短发姑娘没有任何抵抗力！性感的人像复古胶片私房,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/3.2, 1/160s, ISO320",1746.0,36.0,0.0,3.2,320,1/160s,6.25
2583,阿JIN-G,遇见，东湖～,分享神仙颜值日系写真人像优雅浪漫睛典人像组,Canon EOS 200D,,"f/5.6, 1/200s, ISO160",1360.0,28.0,6.0,5.6,160,1/200s,5.0
2586,摄影师曹宇,一组比较直男审美的片子，感谢模特烯烙。,高颜值女神聚集地对短发姑娘没有任何抵抗力！拍女友才是正经事性感的时尚女孩人像私房写真色彩日系复古胶片,Canon EOS 6D,Canon EF 24-70mm f/2.8L USM,"f/9.0, 1/125s, ISO200",5784.0,97.0,5.0,9.0,200,1/125s,8.0
2587,爱拍照的奶瓶,"生于尘埃 

溺于人海 

死于理想高台",高颜值女神聚集地胶片人像摄影写真人像摄影人像爱好者年轻抓拍黑白七日摄影打卡计划胶片人像私房小清新美女美丽脸肖像街拍女孩纪实旅行,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/3.5, 1/400s, ISO200",512.0,16.0,0.0,3.5,200,1/400s,2.5
2589,丶心五口,"#少女写真#
🏷️🍃",写真人像摄影人像女孩抓拍胶片写真少女,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/5.6, 1/250s, ISO320",766.0,18.0,0.0,5.6,320,1/250s,4.0
2595,摄影师jason哥,摄影师jason哥模特：曾双器材：5d3镜头:   851.8欢迎小姐姐约拍,街拍美女写真小清新可爱日系公园夏季女孩人像人像写真馆手机摄影圈高颜值女神聚集地时尚杂志摄影圈子人像写真精选写真人像摄影暖色调人像胶片人像摄影拍女友才是正经事有温度的人像,Canon EOS 5D Mark III,Canon EF 85mm f/1.8 USM,"f/2.2, 1/800s, ISO100",5259.0,99.0,14.0,2.2,100,1/800s,1.25
2598,GK-One,客片 | 主题 黑帮,人像写真馆日系旅摄写真集高颜值女神聚集地分享神仙颜值我要上开屏男性糖水片图虫开屏你来占清爽青少年时尚高级时尚大片高级写真小哥哥帅哥小清新图虫开屏等你占,Canon EOS 6D Mark II,Canon EF 24-70mm f/4L IS USM,"f/6.3, 1/100s, ISO100",893.0,17.0,0.0,6.3,100,1/100s,10.0
2600,猫格分裂,复古风尝试,人像纪实美女在室内艺术黑暗女神,Canon EOS 6D Mark II,Canon EF 24-105mm f/4L IS USM,"f/4.0, 1/125s, ISO125",984.0,20.0,0.0,4.0,125,1/125s,8.0
2602,瞳的画,,性感的时尚舒适的天气夏季女孩人像,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/1.4, 1/800s, ISO100",1056.0,33.0,1.0,1.4,100,1/800s,1.25
2608,摄影师李勇,儿童摄影,暖色调人像人像写真精选写真人像摄影胶片人像摄影有温度的人像分享神仙颜值拍女友才是正经事胶片集美女人像群糖水人像小组儿童人乐趣滑稽时尚年轻复古肖像色彩人像胶片纪实垂直男性,Nikon D810,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/2.8, 1/160s, ISO100",964.0,25.0,1.0,2.8,100,1/160s,6.25
